customer_id,email_open_rate,push_notification_ctr,customer_service_tickets,return_rate,nps_score,delivery_rating,cart_abandonment_count,days_since_last_purchase
C11715,0.259,0.05,0,0.108,8.0,4.0,1,19
C11716,0.148,0.078,0,0.076,8.0,4.3,2,9
C11717,0.073,0.022,3,0.131,,,5,181
C11718,0.249,0.024,0,0.1,8.0,,2,81
C11719,0.138,0.019,2,0.257,7.0,1.5,8,131
C11720,0.031,0.078,0,0.115,7.0,,2,75
C11721,0.262,0.061,0,0.087,,3.5,1,27
C11722,0.307,0.099,0,0.093,5.0,,0,21
C11723,0.307,0.057,2,0.002,8.0,3.3,3,11
C11724,0.251,0.044,1,0.0,7.0,3.9,1,45
C11725,0.186,0.135,0,0.114,9.0,4.9,5,52
C11726,0.187,0.039,4,0.08,7.0,4.6,5,1
C11727,0.293,0.059,0,0.068,10.0,5.0,4,28
C11728,0.239,0.035,0,0.02,9.0,3.2,3,1
C11729,0.263,0.027,3,0.0,,4.0,0,25
C11730,0.274,0.005,4,0.043,7.0,,0,20
C11731,0.235,0.085,1,0.064,,3.8,1,5
C11732,0.029,0.017,1,0.269,,3.7,7,107
C11733,0.159,0.049,0,0.024,,,3,2
C11734,0.114,0.039,3,0.036,3.0,3.9,3,35
C11735,0.171,0.014,3,0.284,4.0,3.5,2,365
C11736,0.278,0.043,0,0.096,8.0,4.0,4,10
C11737,0.073,0.043,0,0.161,5.0,,11,102
C11738,0.418,0.0,0,0.161,5.0,3.6,5,3
C11739,0.185,0.068,0,0.049,6.0,4.5,0,4
C11740,0.253,0.07,1,0.052,,,5,56
C11741,0.246,0.0,1,0.095,9.0,4.5,4,33
C11742,0.351,0.05,4,0.095,6.0,4.9,1,75
C11743,0.089,0.047,2,0.134,,,11,217
C11744,0.309,0.034,1,0.018,8.0,,3,11
C11745,0.0,0.023,0,0.041,6.0,4.5,1,68
C11746,0.06,0.004,2,0.28,6.0,,8,249
C11747,0.058,0.02,1,0.059,,,10,204
C11748,0.204,0.032,1,0.012,,3.2,1,62
C11749,0.099,0.02,2,0.211,,5.0,5,106
C11750,0.246,0.034,3,0.0,,2.3,0,66
C11751,0.114,0.012,2,0.274,9.0,,4,186
C11752,0.219,0.097,1,0.134,6.0,4.1,0,5
C11753,0.028,0.0,3,0.147,,,2,96
C11754,0.185,0.084,1,0.041,8.0,4.2,0,8
C11755,0.239,0.043,2,0.096,7.0,4.8,5,68
C11756,0.111,0.034,1,0.293,,2.6,4,365
C11757,0.078,0.059,1,0.033,7.0,4.1,2,59
C11758,0.14,0.026,2,0.199,6.0,,5,327
C11759,0.366,0.076,1,0.059,4.0,,4,44
C11760,0.094,0.0,1,0.247,,,8,336
C11761,0.085,0.0,4,0.172,3.0,3.2,5,316
C11762,0.078,0.006,1,0.0,4.0,1.0,2,149
C11763,0.289,0.094,1,0.0,6.0,4.3,2,15
C11764,0.118,0.082,1,0.118,7.0,,1,32
C11765,0.211,0.072,1,0.0,7.0,4.5,1,3
C11766,0.066,0.047,1,0.012,8.0,4.4,5,32
C11767,0.176,0.021,1,0.134,4.0,2.9,11,365
C11768,0.319,0.009,3,0.105,7.0,3.4,1,5
C11769,0.186,0.036,5,0.123,9.0,,2,4
C11770,0.231,0.075,0,0.0,8.0,3.9,2,89
C11771,0.227,0.061,0,0.141,,5.0,3,74
C11772,0.196,0.079,0,0.0,7.0,3.6,3,3
C11773,0.1,0.035,1,0.237,,4.8,6,95
C11774,0.195,0.016,4,0.452,3.0,4.4,7,180
C11775,0.329,0.12,1,0.109,8.0,3.1,0,19
C11776,0.0,0.008,3,0.211,,,4,176
C11777,0.069,0.018,1,0.16,,3.1,4,206
C11778,0.276,0.091,5,0.037,7.0,4.9,4,81
C11779,0.245,0.029,1,0.141,8.0,4.6,2,13
C11780,0.263,0.091,1,0.152,10.0,3.8,0,11
C11781,0.248,0.091,0,0.099,7.0,4.3,2,23
C11782,0.146,0.072,5,0.079,,4.4,5,82
C11783,0.129,0.023,0,0.023,7.0,,1,2
C11784,0.311,0.052,2,0.15,8.0,3.9,2,6
C11785,0.331,0.121,1,0.077,8.0,4.3,0,22
C11786,0.033,0.0,1,0.196,7.0,4.7,7,136
C11787,0.065,0.01,1,0.192,4.0,4.4,3,131
C11788,0.062,0.026,1,0.019,7.0,4.4,7,333
C11789,0.288,0.063,0,0.078,,5.0,4,50
C11790,0.323,0.081,0,0.159,,3.8,4,14
C11791,0.084,0.02,4,0.197,6.0,3.8,5,275
C11792,0.157,0.043,1,0.145,,3.5,5,13
C11793,0.248,0.08,0,0.086,,3.4,2,52
C11794,0.242,0.082,3,0.14,8.0,4.1,1,53
C11795,0.066,0.034,0,0.164,6.0,,5,358
C11796,0.076,0.035,0,0.296,,,2,113
C11797,0.105,0.074,2,0.049,8.0,4.6,3,5
C11798,0.073,0.07,0,0.071,,4.8,3,16
C11799,0.004,0.0,2,0.099,5.0,1.5,4,332
C11800,0.237,0.068,4,0.038,9.0,4.6,4,0
C11801,0.252,0.038,1,0.075,7.0,,5,41
C11802,0.008,0.003,1,0.0,,,11,181
C11803,0.274,0.061,1,0.012,9.0,4.6,0,22
C11804,0.085,0.007,4,0.124,4.0,3.4,2,104
C11805,0.121,0.007,2,0.107,,,11,108
C11806,0.0,0.024,2,0.18,6.0,2.6,6,145
C11807,0.126,0.075,4,0.0,7.0,4.8,2,30
C11808,0.235,0.054,1,0.066,8.0,4.6,0,78
C11809,0.209,0.089,1,0.152,9.0,4.1,0,52
C11810,0.117,0.056,1,0.116,7.0,3.7,3,4
C11811,0.103,0.016,2,0.057,,2.0,11,344
C11812,0.165,0.07,0,0.055,8.0,4.5,1,21
C11813,0.196,0.042,4,0.078,6.0,4.4,3,49
C11814,0.152,0.135,1,0.117,8.0,3.4,0,3
C11815,0.076,0.023,2,0.259,,2.3,11,106
C11816,0.13,0.093,0,0.074,,4.1,2,0
C11817,0.25,0.044,0,0.147,5.0,4.1,1,1
C11818,0.103,0.033,3,0.278,,,4,232
C11819,0.186,0.068,0,0.124,7.0,,1,25
C11820,0.194,0.072,1,0.065,8.0,3.3,3,36
C11821,0.195,0.062,1,0.045,,4.3,4,11
C11822,0.138,0.064,0,0.143,7.0,4.7,0,27
C11823,0.165,0.032,3,0.06,10.0,5.0,4,5
C11824,0.197,0.098,0,0.051,6.0,4.3,1,36
C11825,0.15,0.024,2,0.127,2.0,,7,109
C11826,0.107,0.039,0,0.249,,1.0,6,112
C11827,0.183,0.032,3,0.123,10.0,4.0,3,7
C11828,0.194,0.016,1,0.167,5.0,2.4,4,105
C11829,0.047,0.031,3,0.31,4.0,2.9,8,129
C11830,0.274,0.1,0,0.085,6.0,4.4,0,47
C11831,0.36,0.075,0,0.004,6.0,4.1,2,65
C11832,0.155,0.034,1,0.049,,4.3,1,2
C11833,0.264,0.047,2,0.0,9.0,,3,46
C11834,0.248,0.071,1,0.071,7.0,4.5,4,27
C11835,0.208,0.056,3,0.106,5.0,4.2,0,14
C11836,0.207,0.073,1,0.129,6.0,4.0,0,3
C11837,0.13,0.044,0,0.227,0.0,,5,129
C11838,0.186,0.028,1,0.041,6.0,4.9,1,69
C11839,0.304,0.06,1,0.086,6.0,4.6,2,49
C11840,0.176,0.12,1,0.122,6.0,3.7,2,44
C11841,0.174,0.063,2,0.108,8.0,4.3,5,2
C11842,0.104,0.094,1,0.032,7.0,3.6,3,72
C11843,0.282,0.127,0,0.187,,3.9,5,16
C11844,0.325,0.071,1,0.099,9.0,4.5,2,71
C11845,0.159,0.072,1,0.136,6.0,4.8,1,13
C11846,0.175,0.078,4,0.059,,4.9,4,3
C11847,0.177,0.081,1,0.11,,2.4,1,52
C11848,0.229,0.0,1,0.116,8.0,4.1,0,57
C11849,0.207,0.002,2,0.099,,4.3,3,34
C11850,0.222,0.044,0,0.081,8.0,,3,2
C11851,0.091,0.0,1,0.329,,,11,183
C11852,0.258,0.021,1,0.04,6.0,4.7,0,76
C11853,0.305,0.093,1,0.068,8.0,4.1,4,17
C11854,0.226,0.05,5,0.001,10.0,3.2,2,64
C11855,0.142,0.056,1,0.088,8.0,3.5,1,13
C11856,0.194,0.141,0,0.064,6.0,3.5,5,29
C11857,0.073,0.016,1,0.287,,3.1,3,128
C11858,0.362,0.054,0,0.087,6.0,5.0,5,7
C11859,0.263,0.045,0,0.046,,3.7,4,11
C11860,0.126,0.016,1,0.229,,,9,183
C11861,0.226,0.091,2,0.105,6.0,,4,1
C11862,0.237,0.011,0,0.073,6.0,3.7,4,42
C11863,0.279,0.095,0,0.131,,,3,70
C11864,0.348,0.07,1,0.143,7.0,3.8,0,11
C11865,0.198,0.083,1,0.045,,4.8,3,50
C11866,0.013,0.034,0,0.194,,,2,145
C11867,0.172,0.088,5,0.174,6.0,4.5,0,82
C11868,0.195,0.05,1,0.09,7.0,3.8,3,50
C11869,0.209,0.033,2,0.061,6.0,,5,40
C11870,0.085,0.021,2,0.09,4.0,3.0,2,145
C11871,0.136,0.055,1,0.044,10.0,4.7,5,0
C11872,0.053,0.031,2,0.211,5.0,3.3,2,148
C11873,0.181,0.049,0,0.0,7.0,4.4,0,60
C11874,0.246,0.039,0,0.087,8.0,3.6,2,12
C11875,0.085,0.007,2,0.178,,,9,134
C11876,0.165,0.008,1,0.136,9.0,2.8,8,143
C11877,0.118,0.035,1,0.11,6.0,4.4,3,7
C11878,0.11,0.023,1,0.017,7.0,4.2,1,69
C11879,0.211,0.035,1,0.128,,,2,23
C11880,0.239,0.038,0,0.048,8.0,3.0,3,33
C11881,0.139,0.097,1,0.042,,3.3,3,0
C11882,0.029,0.035,1,0.195,,,8,318
C11883,0.318,0.087,1,0.0,9.0,3.6,3,10
C11884,0.192,0.041,0,0.077,8.0,4.4,0,74
C11885,0.168,0.025,0,0.147,,5.0,5,3
C11886,0.141,0.009,1,0.212,4.0,,6,365
C11887,0.317,0.092,1,0.037,7.0,,3,55
C11888,0.303,0.105,2,0.097,6.0,3.9,1,23
C11889,0.143,0.0,2,0.428,,1.7,11,108
C11890,0.083,0.098,2,0.068,7.0,4.5,4,30
C11891,0.217,0.099,0,0.015,,,5,17
C11892,0.213,0.072,0,0.107,5.0,3.4,5,56
C11893,0.129,0.001,1,0.166,5.0,2.9,8,113
C11894,0.079,0.0,3,0.058,9.0,4.6,4,47
C11895,0.124,0.009,0,0.126,,,10,271
C11896,0.291,0.048,4,0.0,7.0,3.5,2,14
C11897,0.108,0.068,1,0.048,8.0,,5,78
C11898,0.105,0.037,4,0.102,,,8,321
C11899,0.198,0.049,0,0.123,4.0,,3,1
C11900,0.283,0.057,1,0.068,7.0,,4,5
C11901,0.271,0.127,0,0.148,8.0,4.8,3,35
C11902,0.278,0.03,2,0.1,,4.1,4,8
C11903,0.3,0.069,0,0.021,4.0,4.3,4,60
C11904,0.461,0.029,0,0.117,6.0,3.2,4,26
C11905,0.188,0.041,1,0.034,,,4,9
C11906,0.196,0.064,0,0.026,6.0,3.1,4,31
C11907,0.345,0.07,3,0.104,,4.3,2,29
C11908,0.111,0.099,0,0.019,,5.0,2,45
C11909,0.206,0.033,1,0.0,7.0,,2,63
C11910,0.185,0.03,0,0.126,6.0,3.9,0,48
C11911,0.365,0.116,2,0.078,4.0,3.9,2,51
C11912,0.013,0.0,1,0.064,4.0,,9,185
C11913,0.181,0.034,0,0.029,8.0,3.7,5,21
C11914,0.053,0.033,3,0.106,8.0,2.5,2,124
C11915,0.306,0.074,1,0.027,10.0,3.5,4,73
C11916,0.083,0.0,1,0.118,8.0,4.9,2,39
C11917,0.192,0.058,3,0.052,,4.1,3,6
C11918,0.256,0.08,1,0.138,8.0,3.4,4,7
C11919,0.237,0.078,1,0.134,,3.9,3,27
C11920,0.149,0.0,1,0.054,9.0,4.4,5,61
C11921,0.052,0.02,5,0.173,,3.4,7,110
C11922,0.179,0.032,3,0.0,5.0,,0,0
C11923,0.315,0.062,2,0.088,7.0,3.5,2,58
C11924,0.081,0.086,2,0.038,7.0,3.3,1,14
C11925,0.148,0.041,0,0.071,,,0,5
C11926,0.344,0.076,2,0.104,6.0,4.0,1,39
C11927,0.0,0.0,3,0.178,4.0,,4,240
C11928,0.061,0.015,2,0.026,3.0,,11,327
C11929,0.378,0.131,1,0.086,,,5,50
C11930,0.091,0.072,0,0.08,,4.4,0,3
C11931,0.017,0.005,3,0.161,2.0,,10,365
C11932,0.012,0.024,0,0.084,4.0,,8,107
C11933,0.232,0.072,2,0.086,7.0,3.8,3,46
C11934,0.125,0.0,2,0.117,5.0,4.2,11,150
C11935,0.176,0.09,0,0.133,4.0,4.1,3,1
C11936,0.104,0.072,1,0.058,9.0,4.0,4,48
C11937,0.162,0.068,0,0.0,5.0,3.1,3,15
C11938,0.154,0.073,0,0.058,6.0,3.7,5,61
C11939,0.297,0.042,0,0.051,5.0,4.4,4,33
C11940,0.364,0.124,1,0.043,9.0,4.2,1,5
C11941,0.235,0.078,1,0.107,,4.3,2,3
C11942,0.219,0.061,3,0.06,5.0,3.9,1,52
C11943,0.274,0.064,0,0.132,8.0,3.4,1,35
C11944,0.245,0.044,1,0.154,,4.3,1,57
C11945,0.177,0.054,0,0.05,,4.8,2,23
C11946,0.184,0.005,0,0.064,7.0,3.8,4,29
C11947,0.256,0.004,1,0.12,6.0,3.8,1,77
C11948,0.111,0.04,4,0.292,,4.4,3,186
C11949,0.124,0.081,1,0.025,8.0,4.2,0,32
C11950,0.248,0.021,0,0.044,9.0,4.4,5,83
C11951,0.21,0.04,4,0.081,,4.0,5,40
C11952,0.277,0.034,1,0.0,9.0,4.5,2,67
C11953,0.096,0.03,3,0.395,3.0,,11,197
C11954,0.341,0.076,2,0.009,8.0,3.8,0,12
C11955,0.24,0.097,0,0.09,9.0,3.8,0,87
C11956,0.24,0.034,0,0.127,7.0,4.7,4,32
C11957,0.311,0.054,0,0.058,6.0,4.3,5,19
C11958,0.297,0.086,3,0.076,6.0,4.6,0,88
C11959,0.196,0.04,1,0.124,9.0,3.9,3,39
C11960,0.166,0.009,1,0.027,8.0,3.1,3,81
C11961,0.0,0.024,2,0.0,5.0,2.0,9,105
C11962,0.284,0.068,1,0.027,3.0,4.2,0,83
C11963,0.282,0.098,2,0.085,6.0,3.9,0,0
C11964,0.0,0.0,1,0.277,5.0,3.8,3,102
C11965,0.285,0.079,0,0.081,8.0,4.5,4,5
C11966,0.158,0.058,2,0.115,7.0,,5,36
C11967,0.342,0.066,1,0.023,8.0,3.5,0,20
C11968,0.322,0.079,0,0.0,6.0,4.7,2,42
C11969,0.056,0.093,3,0.129,8.0,5.0,1,55
C11970,0.129,0.005,0,0.007,9.0,3.9,1,30
C11971,0.027,0.036,1,0.312,7.0,,6,115
C11972,0.323,0.011,0,0.019,8.0,5.0,1,48
C11973,0.236,0.104,0,0.143,6.0,4.8,0,35
C11974,0.251,0.049,3,0.075,7.0,3.3,1,34
C11975,0.321,0.067,1,0.001,5.0,4.7,1,72
C11976,0.045,0.031,3,0.131,4.0,,6,123
C11977,0.357,0.081,1,0.123,7.0,4.3,4,21
C11978,0.226,0.055,0,0.2,7.0,4.9,0,16
C11979,0.133,0.123,1,0.045,10.0,3.9,3,11
C11980,0.355,0.019,4,0.058,9.0,3.5,2,19
C11981,0.089,0.013,0,0.057,2.0,3.8,5,139
C11982,0.091,0.053,3,0.126,7.0,4.8,0,46
C11983,0.097,0.084,5,0.099,8.0,,4,43
C11984,0.058,0.118,0,0.081,,4.2,2,31
C11985,0.04,0.008,1,0.071,,,5,166
C11986,0.221,0.083,5,0.033,6.0,4.8,2,32
C11987,0.186,0.047,1,0.004,7.0,5.0,1,66
C11988,0.006,0.036,2,0.14,3.0,,2,115
C11989,0.325,0.096,0,0.155,,4.6,0,0
C11990,0.286,0.041,0,0.167,6.0,3.7,0,16
C11991,0.11,0.02,3,0.289,,2.8,4,124
C11992,0.17,0.055,3,0.107,,3.8,2,29
C11993,0.291,0.063,1,0.11,7.0,4.0,3,34
C11994,0.206,0.047,0,0.108,7.0,2.8,3,10
C11995,0.218,0.087,3,0.044,7.0,4.2,0,53
C11996,0.126,0.074,1,0.093,8.0,4.1,1,60
C11997,0.241,0.08,0,0.0,,,3,43
C11998,0.153,0.03,3,0.099,8.0,3.2,1,31
C11999,0.3,0.104,1,0.071,9.0,3.9,4,11
C12000,0.15,0.054,3,0.036,6.0,3.8,2,87
C12001,0.174,0.022,0,0.125,9.0,4.3,1,8
C12002,0.068,0.008,0,0.2,5.0,,10,106
C12003,0.082,0.017,5,0.381,,,10,99
C12004,0.136,0.003,4,0.163,,4.4,5,105
C12005,0.14,0.089,0,0.177,,4.1,0,78
C12006,0.331,0.097,0,0.006,8.0,5.0,0,0
C12007,0.023,0.0,3,0.184,1.0,,6,318
C12008,0.13,0.099,0,0.0,7.0,,3,76
C12009,0.214,0.095,0,0.101,7.0,5.0,0,54
C12010,0.002,0.014,2,0.104,1.0,2.9,7,176
C12011,0.295,0.03,1,0.099,3.0,4.5,0,38
C12012,0.373,0.066,0,0.068,10.0,4.3,0,12
C12013,0.111,0.007,1,0.272,,,7,99
C12014,0.302,0.06,2,0.136,5.0,4.0,1,80
C12015,0.035,0.018,1,0.14,8.0,3.1,11,102
C12016,0.063,0.018,0,0.253,,,8,178
C12017,0.1,0.017,2,0.229,3.0,4.2,2,318
C12018,0.23,0.092,0,0.005,7.0,3.9,5,10
C12019,0.323,0.059,2,0.061,7.0,5.0,4,5
C12020,0.352,0.067,1,0.029,7.0,5.0,0,66
C12021,0.143,0.037,1,0.152,,3.9,7,111
C12022,0.082,0.02,1,0.06,7.0,3.8,5,25
C12023,0.233,0.069,3,0.041,6.0,5.0,2,52
C12024,0.284,0.047,0,0.037,,4.7,1,52
C12025,0.066,0.019,1,0.206,,1.6,2,163
C12026,0.166,0.049,1,0.156,,5.0,5,28
C12027,0.199,0.041,0,0.122,5.0,3.4,3,52
C12028,0.273,0.047,1,0.111,9.0,4.8,0,74
C12029,0.204,0.097,2,0.088,8.0,3.5,4,6
C12030,0.089,0.037,3,0.0,5.0,1.0,9,100
C12031,0.181,0.055,1,0.064,6.0,4.2,5,17
C12032,0.018,0.0,4,0.27,4.0,2.3,11,270
C12033,0.023,0.031,4,0.251,,,11,147
C12034,0.202,0.033,1,0.044,4.0,4.2,2,15
C12035,0.278,0.078,2,0.066,6.0,2.7,2,9
C12036,0.107,0.04,1,0.0,7.0,,2,58
C12037,0.199,0.039,1,0.0,9.0,3.6,0,23
C12038,0.067,0.009,5,0.092,,3.1,11,171
C12039,0.121,0.006,3,0.143,,,3,365
C12040,0.309,0.039,1,0.011,7.0,4.3,4,67
C12041,0.298,0.052,1,0.151,7.0,3.3,0,14
C12042,0.183,0.038,2,0.027,,4.1,4,24
C12043,0.315,0.08,0,0.186,6.0,3.6,5,3
C12044,0.108,0.041,2,0.373,5.0,,4,204
C12045,0.122,0.078,2,0.145,6.0,4.3,5,80
C12046,0.137,0.073,0,0.084,,4.7,2,12
C12047,0.25,0.047,2,0.053,7.0,4.5,3,2
C12048,0.169,0.02,3,0.041,7.0,4.4,5,42
C12049,0.025,0.023,0,0.223,6.0,,2,96
C12050,0.29,0.098,0,0.085,7.0,4.3,5,7
C12051,0.2,0.064,1,0.093,9.0,3.8,4,77
C12052,0.057,0.051,2,0.225,2.0,2.8,3,91
C12053,0.015,0.032,1,0.231,4.0,,2,274
C12054,0.121,0.086,2,0.083,8.0,3.8,2,10
C12055,0.218,0.0,4,0.174,9.0,4.4,4,87
C12056,0.11,0.019,3,0.182,,,2,161
C12057,0.226,0.103,2,0.065,,4.1,5,79
C12058,0.19,0.082,0,0.085,8.0,,0,42
C12059,0.246,0.018,1,0.077,6.0,4.1,1,27
C12060,0.093,0.014,0,0.0,,,8,208
C12061,0.088,0.112,0,0.087,10.0,3.7,3,23
C12062,0.187,0.057,0,0.106,5.0,3.7,2,41
C12063,0.256,0.027,0,0.015,6.0,4.1,0,59
C12064,0.154,0.05,2,0.132,8.0,4.5,5,41
C12065,0.086,0.03,5,0.367,4.0,,3,125
C12066,0.198,0.037,0,0.06,,3.9,3,83
C12067,0.246,0.053,1,0.028,6.0,,5,9
C12068,0.012,0.005,2,0.046,2.0,,9,204
C12069,0.168,0.062,3,0.0,6.0,4.1,4,2
C12070,0.293,0.114,1,0.08,5.0,4.1,2,70
C12071,0.244,0.065,0,0.007,5.0,,1,3
C12072,0.339,0.091,1,0.084,6.0,4.3,2,24
C12073,0.143,0.013,3,0.211,0.0,3.3,5,203
C12074,0.07,0.0,1,0.093,,3.6,10,365
C12075,0.112,0.003,1,0.128,,1.5,10,132
C12076,0.153,0.047,1,0.098,6.0,,4,6
C12077,0.155,0.053,1,0.089,10.0,3.6,5,5
C12078,0.087,0.007,0,0.293,,,8,98
C12079,0.096,0.001,1,0.204,7.0,3.0,7,92
C12080,0.153,0.088,1,0.015,10.0,4.3,3,61
C12081,0.387,0.063,1,0.031,6.0,4.1,0,60
C12082,0.232,0.032,0,0.036,7.0,5.0,3,53
C12083,0.296,0.051,1,0.06,7.0,2.9,5,26
C12084,0.235,0.062,1,0.116,7.0,4.1,1,47
C12085,0.115,0.011,3,0.169,7.0,,10,118
C12086,0.11,0.024,0,0.0,6.0,2.7,9,112
C12087,0.044,0.023,0,0.213,,,3,164
C12088,0.094,0.083,2,0.117,,,4,34
C12089,0.209,0.043,3,0.042,9.0,3.9,1,25
C12090,0.277,0.069,3,0.0,7.0,4.2,5,64
C12091,0.24,0.014,0,0.0,8.0,4.4,0,4
C12092,0.235,0.091,3,0.087,7.0,3.6,4,39
C12093,0.129,0.038,5,0.124,,2.6,7,334
C12094,0.061,0.0,2,0.342,,4.0,10,365
C12095,0.073,0.031,5,0.2,7.0,,3,224
C12096,0.3,0.107,2,0.045,6.0,,2,77
C12097,0.21,0.03,2,0.177,4.0,4.9,3,50
C12098,0.316,0.032,2,0.062,3.0,4.3,1,73
C12099,0.154,0.013,1,0.085,7.0,5.0,5,47
C12100,0.055,0.018,3,0.304,3.0,,6,110
C12101,0.137,0.095,0,0.126,,4.5,4,28
C12102,0.007,0.044,3,0.228,,2.8,2,365
C12103,0.164,0.033,0,0.14,,3.8,4,38
C12104,0.195,0.0,0,0.054,,3.8,3,13
C12105,0.098,0.133,0,0.087,7.0,5.0,3,6
C12106,0.044,0.031,2,0.035,,,4,102
C12107,0.165,0.042,0,0.078,,4.4,3,72
C12108,0.109,0.0,3,0.187,3.0,3.6,8,365
C12109,0.4,0.028,3,0.063,6.0,3.9,5,72
C12110,0.39,0.044,1,0.059,6.0,4.0,0,62
C12111,0.324,0.017,2,0.021,,4.4,1,21
C12112,0.212,0.075,1,0.065,4.0,4.7,0,37
C12113,0.0,0.024,0,0.282,,,8,170
C12114,0.255,0.067,3,0.015,5.0,3.1,4,37
C12115,0.227,0.088,0,0.035,6.0,3.6,5,56
C12116,0.19,0.058,1,0.136,7.0,4.5,5,56
C12117,0.263,0.064,0,0.0,,3.3,3,10
C12118,0.1,0.019,0,0.22,,2.0,2,199
C12119,0.325,0.051,1,0.01,,3.4,5,28
C12120,0.031,0.026,2,0.042,2.0,,4,365
C12121,0.038,0.081,0,0.106,7.0,4.0,3,50
C12122,0.224,0.059,2,0.105,5.0,3.7,5,25
C12123,0.246,0.045,0,0.063,8.0,4.8,5,0
C12124,0.147,0.076,2,0.001,,5.0,3,1
C12125,0.325,0.032,1,0.088,10.0,,0,33
C12126,0.306,0.039,1,0.096,7.0,4.6,5,22
C12127,0.272,0.052,0,0.071,7.0,4.2,4,58
C12128,0.268,0.038,0,0.122,7.0,3.7,4,53
C12129,0.138,0.035,4,0.382,,,8,175
C12130,0.091,0.019,2,0.284,,4.7,8,99
C12131,0.31,0.061,0,0.0,7.0,5.0,3,18
C12132,0.074,0.024,1,0.113,2.0,,5,120
C12133,0.368,0.058,2,0.013,7.0,4.7,2,41
C12134,0.225,0.039,0,0.044,7.0,,4,4
C12135,0.3,0.147,2,0.0,8.0,4.5,1,38
C12136,0.147,0.04,1,0.132,8.0,4.3,5,36
C12137,0.213,0.12,1,0.077,,4.2,2,37
C12138,0.075,0.0,3,0.111,1.0,5.0,8,101
C12139,0.238,0.148,1,0.052,,5.0,0,65
C12140,0.187,0.087,0,0.0,8.0,4.8,3,26
C12141,0.099,0.017,1,0.175,,4.5,6,243
C12142,0.215,0.022,0,0.0,7.0,3.9,4,31
C12143,0.08,0.025,2,0.101,2.0,,7,365
C12144,0.192,0.044,2,0.101,8.0,,3,32
C12145,0.085,0.008,0,0.213,,,9,132
C12146,0.149,0.0,1,0.189,7.0,3.8,0,34
C12147,0.063,0.04,1,0.075,4.0,4.3,3,46
C12148,0.198,0.019,3,0.075,,,2,14
C12149,0.131,0.027,1,0.0,9.0,5.0,4,11
C12150,0.034,0.045,3,0.2,5.0,,5,110
C12151,0.22,0.018,4,0.193,8.0,2.8,5,117
C12152,0.104,0.01,0,0.27,1.0,,8,287
C12153,0.185,0.037,0,0.147,7.0,4.4,5,30
C12154,0.475,0.101,2,0.03,,4.7,1,5
C12155,0.203,0.05,2,0.04,,3.4,5,44
C12156,0.106,0.0,1,0.345,3.0,4.0,11,205
C12157,0.201,0.079,0,0.006,7.0,4.0,4,3
C12158,0.297,0.036,0,0.073,4.0,5.0,0,41
C12159,0.275,0.055,1,0.029,8.0,4.1,0,13
C12160,0.178,0.042,3,0.0,,4.2,1,38
C12161,0.139,0.012,0,0.198,,3.2,3,194
C12162,0.031,0.007,3,0.0,,2.5,8,256
C12163,0.233,0.058,3,0.045,8.0,5.0,2,3
C12164,0.355,0.081,3,0.024,7.0,3.8,1,27
C12165,0.141,0.096,3,0.184,,,4,63
C12166,0.191,0.011,1,0.313,,,6,111
C12167,0.266,0.023,3,0.011,9.0,,3,56
C12168,0.125,0.079,1,0.06,,4.1,3,90
C12169,0.034,0.029,4,0.263,9.0,3.0,3,174
C12170,0.243,0.032,4,0.088,6.0,4.5,0,14
C12171,0.131,0.073,1,0.032,8.0,3.3,1,87
C12172,0.244,0.063,0,0.136,,4.1,4,28
C12173,0.289,0.116,3,0.101,4.0,,4,0
C12174,0.086,0.014,2,0.092,6.0,,11,202
C12175,0.043,0.004,3,0.344,4.0,3.2,5,159
C12176,0.0,0.0,0,0.4,,1.9,5,117
C12177,0.227,0.077,1,0.134,7.0,,4,81
C12178,0.204,0.015,3,0.009,,4.1,4,9
C12179,0.276,0.025,0,0.06,5.0,,0,0
C12180,0.172,0.039,4,0.041,,3.3,7,348
C12181,0.197,0.017,4,0.224,,,7,210
C12182,0.258,0.072,0,0.048,4.0,,5,7
C12183,0.254,0.067,1,0.0,6.0,5.0,2,21
C12184,0.205,0.061,0,0.05,,,5,40
C12185,0.176,0.072,0,0.05,6.0,,1,45
C12186,0.132,0.088,0,0.141,6.0,4.3,4,34
C12187,0.212,0.069,1,0.069,7.0,4.2,3,71
C12188,0.178,0.028,1,0.241,,2.2,3,169
C12189,0.126,0.055,0,0.074,6.0,4.3,1,81
C12190,0.187,0.075,3,0.054,6.0,3.9,2,27
C12191,0.12,0.019,0,0.321,,3.8,11,145
C12192,0.343,0.085,2,0.111,,3.4,1,1
C12193,0.137,0.084,0,0.087,9.0,4.6,2,2
C12194,0.197,0.025,0,0.0,7.0,4.4,0,4
C12195,0.193,0.01,1,0.147,7.0,3.6,3,2
C12196,0.203,0.066,1,0.076,8.0,3.9,3,12
C12197,0.222,0.05,1,0.079,7.0,3.7,2,26
C12198,0.204,0.069,0,0.159,,4.1,3,9
C12199,0.085,0.036,0,0.171,,3.2,5,254
C12200,0.204,0.046,0,0.138,8.0,3.9,5,5
C12201,0.269,0.062,1,0.087,5.0,4.3,5,5
C12202,0.24,0.121,2,0.077,7.0,4.0,4,72
C12203,0.293,0.079,1,0.078,,3.6,1,21
C12204,0.108,0.007,2,0.155,,3.7,11,126
